trial,gradient,data_id,words
7,Finite,20354,AFFIRMATIVE AMERICAN FORTY THREE
7,Finite,2413,DELTA TWO OH TWO SLOWING
7,Finite,14603,(UNINTELLIGIBLE)
7,Finite,3792,THREE EIGHT OH SIX CLEARED FOR THE I L S
7,Finite,4522,SORRY GO AHEAD THIRTY EIGHT FORTY THREE WITH YOU
7,Finite,8135,AH WE'RE V F R PLUM ISLAND
7,Finite,1774,(UNINTELLIGIBLE) IT PRETTY HAZY OUT HERE
7,Finite,8620,HENSON FORTY THREE EIGHTY SIX YOU UP
7,Finite,1549,BIZEX SEVEN OH TWO ROGER
7,Finite,7887,THIRTY EIGHT FORTY TWO WE HAVE HIM IN SIGHT
7,Finite,12007,MIDEX TWENTY SEVEN TWENTY ONE ROGER
7,Finite,12149,ALPHA MIKE OUT OF FOUR FOR THREE
7,Finite,12304,YEAH I THINK YOU SAID US MAYBE NOT
7,Finite,13893,U S AIR FORTY SEVEN CONTACT DEPARTURE GOOD NIGHT
7,Finite,7552,ONE EIGHTY FOUR THIRTY THREE
7,Finite,14000,TRUMP SIXTY FIVE TWENTY CONTACT DEPARTURE
7,Finite,9423,ONE NINER ZERO ROGER
7,Finite,6428,TWO THREE HOTEL ON TO HOLD
7,Finite,9458,ALL RIGHT PROCEED DIRECT RICHMOND
7,Finite,22258,TEN EIGHTY ONE IS LOOKING
7,Finite,24659,EIGHT THOUSAND SOUTHWEST FOUR FORTY NINE
7,Finite,20730,SIX FIFTY TWO SPEED OKAY
7,Finite,7169,THANK YOU THREE ZERO NOVEMBER
7,Finite,24582,(UNINTELLIGIBLE)
7,Finite,28775,AMERICAN TWELVE SEVENTY FOUR TOWER
7,Finite,28175,CLEARED TO LAND ELEVEN FORTY SIX
7,Infinite,18501,AMERICAN NINETY FIVE REMAIN ON THIS FREQUENCY
7,Infinite,16598,CAN'T MAKE THAT ONE
7,Infinite,20827,ASEA THREE SIXTY TWO YOU WITH ME
